New URI	Syriaca Matched URI	uri	relation1.possiblyIdentical	headword.en	state.en	anonymousDesc.en	headword.syr	sourceURI.headword.syr	citedRange.headword.syr	citationUnit.headword.syr	name1.syr	sourceURI.name1	citedRange.name1	citationUnit.name1	anonymousDesc.syr	sourceURI.anonymousDesc.syr	citedRange.anonymousDesc.syr	citationUnit.anonymousDesc.syr	gender1	sourceURI.gender1	citedRange.gender1	abstract.en	sourceURI.abstract.en	citedRange.abstract.en	date1	type.date1	notBefore.date1	notAfter.date1	sourceURI.date1	citedRange.date1	date2	type.date2	notBefore.date2	notAfter.date2	sourceURI.date2	citedRange.date2	name2.en	sourceURI.name2	citedRange.name2	citationUnit.name2	DNU	idno	idno
5220		5220		Anonymous 5220	anonymous	The dux of the Thebaid									ܕܘܟܣ ܕܬܐܒܐܝܕܐ	9KL93RUC	183; 184#3.4.6	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	183; 184	Joh. Eph., EH 4.6, mentions this anonymous Roman official who was in charge of the border defence of Rome's southernmost province in the 540s. He was responsible for organising the journey of the miaphysite missionary bishop Julian to the Nobades.	9KL93RUC	183-184	540s	floruit			9KL93RUC	183-184												http://syriaca.org/johnofephesus/persons/5220	
5221		5221		Anonymous 5221	anonymous	The envoy of Justinian to the Nobades									ܐܝܙܓܕܐ ܕܡܠܟܐ	9KL93RUC	183; 184; 185#3.4.6; 3.4.7	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	183; 184; 185	As soon as Justinian found out that Theodora planned to dispatch the miaphysite missionary Julian to the Nobades, he wanted to send one of his own men to convert them to Chalcedonian Christianity. However, the dux of the Thebaid delayed the journey of this royal envoy to make sure that Theodora's favourite Julian would arrive first in the kingdom of the Nobades, as is attested in Joh. Eph., EH 4.6-7.	9KL93RUC	183-184	540s	floruit			9KL93RUC	183-184												http://syriaca.org/johnofephesus/persons/5221	
5222		5222		Anonymous 5222	anonymous	The deacon of Jacob Burd'oyo									ܡܫܡܫܢܗ	9KL93RUC	214#3.4.33	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	214	Joh. Eph., EH 4.33, states that Jacob Bur'oyo traveled in a group of nine to Egypt in summer 578. In the monastery of Casion on the Egyptian border, four of the nine died within twelve days: John of Dara, Sergius of Harran, Jacob himself and his anonymous deacon.	9KL93RUC	214	578	floruit			9KL93RUC	214		death	0578-07-30		9KL93RUC	214						http://syriaca.org/johnofephesus/persons/5222	
5223		5223		Anonymous 5223	anonymous	The paramonarius of the church of Cassian									ܦܪܡܘܢܪܐ ܕܥܕܬܐ ܕܩܣܝܢܐ	9KL93RUC	223#3.4.41	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	223	Joh. Eph., EH 4.41, recounts how Damian of Alexandria attempted to ordain a new miaphysite patriarch in Antioch in early 580. In this project, which ultimately failed, the anonymous paramonarius (sacristan) of the church of Cassian in Antioch agreed to accept bribes and to provide access to the church for Damian and his party during the night. However, men working for the Chalcedonian patriarch Gregory succeeded in catching the paramonarius and he was subject to torture.	9KL93RUC	223	580	floruit			9KL93RUC	223												http://syriaca.org/johnofephesus/persons/5223	
5224		5224		Anonymous 5224	anonymous	The king of the Alodians									ܡܠܟܐ	9KL93RUC	232; 234; 236; 237; 238; 239; 241; 242#3.4.48; 3.4.49; 3.4.50; 3.4.51; 3.4.52; 3.4.53	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	232; 234; 236; 237; 238; 239; 241; 242	The king of the Alodians in the southern part of Nubia was converted to Christianity by Longinus, as is recounted in Joh. Eph., EH 4.48-53.	9KL93RUC	232	c.580	floruit			9KL93RUC	232												http://syriaca.org/johnofephesus/persons/5224	
5225		5225		Anonymous 5225	anonymous	An Egyptian stylite									ܐܢܫ ܛܘܒܢܐ ܐܣܛܘܢܪܐ	9KL93RUC	233#3.4.48	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	233	"Joh. Eph., EH 4.48, mentions an anonymous Egyptian stylite who was close to Theodore, whom Longinus had ordained patriarch of Alexandria in 575. Abandoned by both Longinus and Paul of Antioch, Theodore sent him as 
his messenger with complaints to the miaphysites in Constantinople, where John of Ephesus received him."	9KL93RUC	233	c.580	floruit			9KL93RUC	233												http://syriaca.org/johnofephesus/persons/5225	
5226		5226		Anonymous 5226	anonymous	A miaphysite bishop of Egypt									ܐܦܝܣܩܦܐ	9KL93RUC	235#3.4.50	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	235	When the Alexandrian miaphysites, opposed to Longinus and the party of Paul of Antioch, received news that the Alodians were asking for Longinus to be sent to their people as missionary, they sent two anonymous bishops to Alodia to inform their king that Longinus had been deposed. Joh. Eph., EH 4.50, states that the Alodians did not accept these Alexandrian bishops and remained loyal to Longinus.	9KL93RUC	235-236	c.580	floruit			9KL93RUC	235												http://syriaca.org/johnofephesus/persons/5226	
5227		5227		Anonymous 5227	anonymous	A miaphysite bishop of Egypt									ܐܦܝܣܩܦܐ	9KL93RUC	235#3.4.50	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	235	When the Alexandrian miaphysites, opposed to Longinus and the party of Paul of Antioch, received news that the Alodians were asking for Longinus to be sent to their people as missionary, they sent two anonymous bishops to Alodia to inform their king that Longinus had been deposed. Joh. Eph., EH 4.50, states that the Alodians did not accept these Alexandrian bishops and remained loyal to Longinus.	9KL93RUC	235-236	c.580	floruit			9KL93RUC	235												http://syriaca.org/johnofephesus/persons/5227	
5228		5228		Anonymous 5228	anonymous	The king of Makouria									ܡܠܟܐ	9KL93RUC	237; 241#3.4.51; 3.4.53	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	237; 241	Joh. Eph., EH 4.51, introduces the anonymous king of Makouria who in vain attempted to prevent Longinus from reaching the people of Alodia to the south of Makouria.	9KL93RUC	237	c.580	floruit			9KL93RUC	237												http://syriaca.org/johnofephesus/persons/5228	
5229		5229		Anonymous 5229	anonymous	The king of the Blemmyes									ܡܠܟܐ ܕܒܠܡܘܢ	9KL93RUC	241#3.4.53	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	241	Joh. Eph., EH 4.53, records that the anonymous king of the Blemmyes, a tribe dwelling to the south of Egypt between the Nile and the Red Sea, provided help to the miaphysite missionary Longinus on his journey from Nobadia through the desert to Alodia.	9KL93RUC	241	c.580	floruit			9KL93RUC	241												http://syriaca.org/johnofephesus/persons/5229	
5230		5230		Anonymous 5230	anonymous	The mother of Maurice									ܐܡܗ	9KL93RUC	268; 269#3.5.18	p#chapter	http://syriaca.org/keyword/female	9KL93RUC	268; 269	Having acceded on the imperial throne, Maurice invited his family, among them his anonymous mother, to Constantinople and presented them with much wealth and land property, as recorded in Joh. Eph., EH 5.18.	7K28WD3W	1455	late 6th century	floruit			7K28WD3W	1455								7K28WD3W	Anonyma 8#1455	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5230	
5231		5231		Anonymous 5231	anonymous	The bishop of Apamea									ܐܦܝܣܩܘܦܐ ܕܡܕܝܢܬܐ	9KL93RUC	292; 293#3.6.6	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	292; 293	Joh. Eph., EH 6.6, recounts how the anonymous bishop of Apamea in Syria met with the Persian marzban Adarmahan in front of his city in the hope of preventing him from sacking Apamea. Despite the precious gift presented to Adarmahan, the city was plundered and destroyed.	9KL93RUC	292	573	floruit			9KL93RUC	292												http://syriaca.org/johnofephesus/persons/5231	
5232		5232	3236	Anonymous 5232	anonymous	A Persian marzban									ܡܪܙܒܢܐ	9KL93RUC	294#3.6.7	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	294	According to Joh. Eph., EH 6.7, the Persian king Khosrow dispatched an army under the command of two marzbans, generals, to bring about 2000 young Roman women who had been taken captive as a gift to the Turks.	9KL93RUC	294	570s	floruit			9KL93RUC	294												http://syriaca.org/johnofephesus/persons/5232	
5233		5233	3236	Anonymous 5233	anonymous	A Persian marzban									ܡܪܙܒܢܐ	9KL93RUC	294#3.6.7	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	294	According to Joh. Eph., EH 6.7, the Persian king Khosrow dispatched an army under the command of two marzbans, generals, to bring about 2000 young Roman women who had been taken captive as a gift to the Turks.	9KL93RUC	294	570s	floruit			9KL93RUC	294												http://syriaca.org/johnofephesus/persons/5233	
5234		5234		Anonymous 5234	anonymous	A Persian guardsman of Antioch-of-Khosrow									ܚܕ ܡܢܗܢ ܕܦܪ̈ܣܝܐ ܗܠܝܢ ܕܢܛܪܝܢ ܗܘܘ ܠܗܘܢ	9KL93RUC	315#3.6.19	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	315	The Roman prisoners in Persia who lived in Antioch-of-Khosrow bribed one of the Persian guardsmen so that they could dispatch two monks, Benjamin and Samuel, into Roman territory with news about their situation, as recorded in Joh. Eph., EH 6.19.	9KL93RUC	315	late 570s	floruit			9KL93RUC	315												http://syriaca.org/johnofephesus/persons/5234	
5235		5235		Anonymous 5235	anonymous	The magister officiorum									ܡܓܝܣܛܪܘܣ	9KL93RUC	315#3.6.19	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	315	Joh. Eph., EH 6.19, reports that two monks, Benjamin and Samuel, were dispatched by the Roman prisoners held in Persia to Constantinople to ask for help in the late 570s. However, he complains that the anonymous magister officiorum at the time and Tiberius neglected the matter.	7K28WD3W	1429	late 570s	floruit			7K28WD3W	1429								7K28WD3W	Anonymus 12#1429	entry#p	PLRE 3	http://syriaca.org/johnofephesus/persons/5235	
5236		5236		Anonymous 5236	anonymous	A king of the Turks									ܡܠܟܐ ܚܕ	9KL93RUC	322#3.6.23	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	322	Joh. Eph., EH 6.23, records that the Roman envoy Zemarchus encountered an anonymous Turkish king who was a vassal of the Great King Istemi.	9KL93RUC	322-324	c.570	floruit			9KL93RUC	322-324												http://syriaca.org/johnofephesus/persons/5236	
5237		5237		Anonymous 5237	anonymous	A Persian marzban									ܡܪܙܒܢܐ	9KL93RUC	333#3.6.28	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	333	Joh. Eph., EH 6.28, narrates that the Roman general Cours inflicted a heavy defeat on a Persian army in Armenia in 579, thereby taking a Persian marzban and his son as prisoners.	9KL93RUC	332-333	579	floruit			9KL93RUC	332-333												http://syriaca.org/johnofephesus/persons/5237	
5238		5238		Anonymous 5238	anonymous	The Persian imposter of 579									ܐܦܝܬܝܛܐ ܚܕ ܦܪܣܝܐ	9KL93RUC	276; 333; 335#3.6.29	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	276; 333; 335	Soon after the death of Khosrow in 579, a Persian who claimed to be a son of Khosrow made himself known to the Roman authorities. Tiberius and many others were inclined to believe him, yet a Persian envoy, a spatharius, who happened to be in Constantinople revealed him as an imposter, as is narrated in Joh. Eph., EH 6.29.	9KL93RUC	333-335	c.580	floruit			9KL93RUC	333-335												http://syriaca.org/johnofephesus/persons/5238	
5239		5239		Anonymous 5239	anonymous	A spatharius of the Persian king									ܐܣܦܬܪܗ ܕܡܠܟܐ ܕܦܪ̈ܣܝܐ	9KL93RUC	334#3.6.29	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	334	Soon after the death of Khosrow in 579, a Persian who claimed to be a son of Khosrow made himself known to the Roman authorities. Tiberius and many others were inclined to believe him, yet a Persian envoy, a spatharius, who happened to be in Constantinople revealed him as an imposter, as is narrated in Joh. Eph., EH 6.29.	9KL93RUC	334-335	c.580	floruit			9KL93RUC	334-335												http://syriaca.org/johnofephesus/persons/5239	
5240		5240		Anonymous 5240	anonymous	An officer of the spatharius Narses									ܚܕ ܡܢ ܡܝܙܛܪ̈ܐ ܕܝܠܗ	9KL93RUC	336#3.6.31	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	336	Joh. Eph., EH 6.31, recounts that the spatharius Narses, on his way as envoy to the Avars, fell ill and died after one of his ships carrying all the gold went down in the Black Sea. This ship carried also one of the magistri, high-ranking army officers, belonging to his party.	9KL93RUC	336	581	floruit			9KL93RUC	336												http://syriaca.org/johnofephesus/persons/5240	
5241		5241		Anonymous 5241	anonymous	A Persian envoy to Constantinople									ܐܝܙܓܕܐ ܕܦܪ̈ܣܝܐ	9KL93RUC	276; 340#3.6.37	p#chapter	http://syriaca.org/keyword/male	9KL93RUC	276; 340	The topic of the largely lost chapter Joh. Eph., EH 6.37 is a Persian embassy to Maurice during the warfare of the early 580s. The identity of the Persian envoy remains unknown.	9KL93RUC	340	c.583	floruit			9KL93RUC	340												http://syriaca.org/johnofephesus/persons/5241	
